"hgnc" "ensembl"
"AK6P1" "ENSG00000256614"
"AK6P2" "ENSG00000257173"
"AK7" "ENSG00000140057"
"AK8" "ENSG00000165695"
"AK9" "ENSG00000155085"
"AKAIN1" "ENSG00000231824"
"AKAP1" "ENSG00000121057"
"AKAP2" "ENSG00000241978"
"AKAP3" "ENSG00000111254"
"AKAP4" "ENSG00000147081"
"AKAP5" "ENSG00000179841"
"AKAP6" "ENSG00000151320"
"AKAP7" "ENSG00000118507"
"AKAP8" "ENSG00000105127"
"AKAP8L" "ENSG00000011243"
"AKAP8P1" "ENSG00000234146"
"AKAP9" "ENSG00000127914"
"AKAP10" "ENSG00000108599"
"AKAP11" "ENSG00000023516"
"AKAP11-IT1" NA
"AKAP12" "ENSG00000131016"
"AKAP13" "ENSG00000170776"
"AKAP14" "ENSG00000186471"
"AKAP17A" "ENSG00000197976"
"AKAP17BP" "ENSG00000214992"
"AKD2" NA
"AKIP1" "ENSG00000166452"
"AKIRIN1" "ENSG00000174574"
"AKIRIN1P1" "ENSG00000257786"
"AKIRIN1P2" "ENSG00000228125"
"AKIRIN2" "ENSG00000135334"
"AKIRIN2-AS1" NA
"AKIRIN2P1" "ENSG00000251482"
"AKNA" "ENSG00000106948"
"AKNAD1" "ENSG00000162641"
"AKR1A1" "ENSG00000117448"
"AKR1B1" "ENSG00000085662"
"AKR1B1P1" "ENSG00000229991"
"AKR1B1P2" "ENSG00000213452"
"AKR1B1P3" "ENSG00000213785"
"AKR1B1P4" "ENSG00000237876"
"AKR1B1P5" NA
"AKR1B1P6" "ENSG00000225212"
"AKR1B1P7" "ENSG00000266899"
"AKR1B1P8" "ENSG00000231371"
"AKR1B10" "ENSG00000198074"
"AKR1B10P1" "ENSG00000213606"
"AKR1B10P2" "ENSG00000263355"
"AKR1B11" NA
"AKR1B15" "ENSG00000227471"
"AKR1C1" "ENSG00000187134"
"AKR1C2" "ENSG00000151632"
"AKR1C3" "ENSG00000196139"
"AKR1C4" "ENSG00000198610"
"AKR1C5P" "ENSG00000225418"
"AKR1C6P" "ENSG00000151631"
"AKR1C7P" "ENSG00000215267"
"AKR1C8P" "ENSG00000264006"
"AKR1D1" "ENSG00000122787"
"AKR1D1P1" "ENSG00000227776"
"AKR1E2" "ENSG00000165568"
"AKR7A2" "ENSG00000053371"
"AKR7A2P1" "ENSG00000229020"
"AKR7A3" "ENSG00000162482"
"AKR7L" "ENSG00000211454"
"AKT1" "ENSG00000142208"
"AKT1S1" "ENSG00000204673"
"AKT2" "ENSG00000105221"
"AKT3" "ENSG00000117020"
"AKT3-IT1" "ENSG00000228939"
"AKTIP" "ENSG00000166971"
"AKU" NA
"ALAD" "ENSG00000148218"
"ALAS1" "ENSG00000023330"
"ALAS2" "ENSG00000158578"
"ALAS3" NA
"ALB" "ENSG00000163631"
"ALCAM" "ENSG00000170017"
"ALD" NA
"ALDH1A1" "ENSG00000165092"
"ALDH1A2" "ENSG00000128918"
"ALDH1A3" "ENSG00000184254"
"ALDH1B1" "ENSG00000137124"
"ALDH1L1" "ENSG00000144908"
"ALDH1L1-AS1" "ENSG00000250218"
"ALDH1L1-AS2" "ENSG00000246022"
"ALDH1L2" "ENSG00000136010"
"ALDH2" "ENSG00000111275"
"ALDH3A1" "ENSG00000108602"
"ALDH3A2" "ENSG00000072210"
"ALDH3B1" "ENSG00000006534"
"ALDH3B2" "ENSG00000132746"
"ALDH4A1" "ENSG00000159423"
"ALDH5A1" "ENSG00000112294"
"ALDH6A1" "ENSG00000119711"
"ALDH7A1" "ENSG00000164904"
"ALDH7A1P1" "ENSG00000251400"
"ALDH7A1P2" "ENSG00000232292"
"ALDH7A1P3" "ENSG00000243853"
"ALDH7A1P4" "ENSG00000234489"
"ALDH8A1" "ENSG00000118514"
"ALDH9A1" "ENSG00000143149"
"ALDH16A1" "ENSG00000161618"
"ALDH18A1" "ENSG00000059573"
"ALDL1" NA
"ALDOA" "ENSG00000149925"
"ALDOAP1" "ENSG00000242849"
"ALDOAP2" "ENSG00000214297"
"ALDOB" "ENSG00000136872"
"ALDOC" "ENSG00000109107"
"ALDR1" NA
"ALDRL2" NA
"ALDRL5" NA
"ALFN1" NA
"ALG1" "ENSG00000033011"
"ALG1L" "ENSG00000189366"
"ALG1L2" "ENSG00000251287"
"ALG1L3P" "ENSG00000251087"
"ALG1L5P" "ENSG00000226943"
"ALG1L6P" "ENSG00000238278"
"ALG1L7P" "ENSG00000251271"
"ALG1L8P" "ENSG00000227620"
"ALG1L9P" "ENSG00000254978"
"ALG1L10P" "ENSG00000254016"
"ALG1L11P" "ENSG00000249889"
"ALG1L12P" "ENSG00000250794"
"ALG1L13P" "ENSG00000253981"
"ALG1L14P" "ENSG00000250268"
"ALG1L15P" "ENSG00000242017"
"ALG2" "ENSG00000119523"
"ALG3" "ENSG00000214160"
"ALG3P1" "ENSG00000251568"
"ALG5" "ENSG00000120697"
"ALG6" "ENSG00000088035"
"ALG8" "ENSG00000159063"
"ALG9" "ENSG00000086848"
"ALG9-IT1" "ENSG00000254450"
"ALG10" "ENSG00000139133"
"ALG10B" "ENSG00000175548"
"ALG11" "ENSG00000253710"
"ALG12" "ENSG00000182858"
"ALG13" "ENSG00000101901"
"ALG13-AS1" "ENSG00000229487"
"ALG14" "ENSG00000172339"
"ALG14-AS1" "ENSG00000230427"
"ALK" "ENSG00000171094"
"ALKAL1" "ENSG00000196711"
"ALKAL2" "ENSG00000189292"
"ALKBH1" "ENSG00000100601"
"ALKBH2" "ENSG00000189046"
"ALKBH3" "ENSG00000166199"
"ALKBH3-AS1" "ENSG00000244926"
"ALKBH4" "ENSG00000160993"
"ALKBH5" "ENSG00000091542"
"ALKBH6" "ENSG00000239382"
"ALKBH7" "ENSG00000125652"
"ALKBH8" "ENSG00000137760"
"ALLC" "ENSG00000151360"
"ALMS1" "ENSG00000116127"
"ALMS1-IT1" "ENSG00000230002"
"ALMS1P1" "ENSG00000163016"
"ALOX5" "ENSG00000012779"
"ALOX5AP" "ENSG00000132965"
"ALOX12" "ENSG00000108839"
"ALOX12-AS1" "ENSG00000215067"
"ALOX12B" "ENSG00000179477"
"ALOX12P1" "ENSG00000264958"
"ALOX12P2" "ENSG00000262943"
"ALOX15" "ENSG00000161905"
"ALOX15B" "ENSG00000179593"
"ALOX15P1" "ENSG00000274114"
"ALOX15P2" "ENSG00000188101"
"ALOXE3" "ENSG00000179148"
"ALOXE3P1" NA
"ALPG" "ENSG00000163286"
"ALPI" "ENSG00000163295"
"ALPK1" "ENSG00000073331"
"ALPK2" "ENSG00000198796"
"ALPK3" "ENSG00000136383"
"ALPL" "ENSG00000162551"
"ALPP" "ENSG00000163283"
"ALPPL1" NA
"ALPPP" NA
"ALS1" NA
"ALS2" "ENSG00000003393"
"ALS2CL" "ENSG00000178038"
"ALS2CR1" NA
"ALS2CR6" NA
"ALS2CR14" NA
"ALS2CR16" NA
"ALS2CR17" NA
"ALS2CR18" NA
"ALS3" NA
"ALS5" NA
"ALS6" NA
"ALS7" NA
"ALUNC" NA
"ALX1" "ENSG00000180318"
"ALX3" "ENSG00000156150"
"ALX4" "ENSG00000052850"
"ALYREF" "ENSG00000183684"
"AMACR" "ENSG00000242110"
"AMBN" "ENSG00000178522"
"AMBP" "ENSG00000106927"
"AMBRA1" "ENSG00000110497"
"AMCD1" NA
"AMCD2B" NA
"AMCN" NA
"AMD1" "ENSG00000123505"
"AMD1P1" "ENSG00000228339"
"AMD1P2" "ENSG00000237801"
"AMD1P3" "ENSG00000249286"
"AMD1P4" "ENSG00000215124"
"AMD2" NA
"AMDHD1" "ENSG00000139344"
"AMDHD2" "ENSG00000162066"
"AMDM" NA
"AMELX" "ENSG00000125363"
"AMELY" "ENSG00000099721"
"AMER1" "ENSG00000184675"
"AMER2" "ENSG00000165566"
"AMER3" "ENSG00000178171"
"AMFR" "ENSG00000159461"
"AMH" "ENSG00000104899"
"AMHR2" "ENSG00000135409"
"AMIGO1" "ENSG00000181754"
"AMIGO2" "ENSG00000139211"
"AMIGO3" "ENSG00000176020"
"AMLCR2" NA
"AMMECR1" "ENSG00000101935"
"AMMECR1-IT1" "ENSG00000224142"
"AMMECR1L" "ENSG00000144233"
"AMMECR1LP1" "ENSG00000233273"
"AMN" "ENSG00000166126"
"AMN1" "ENSG00000151743"
"AMOT" "ENSG00000126016"
"AMOTL1" "ENSG00000166025"
"AMOTL2" "ENSG00000114019"
"AMPD1" "ENSG00000116748"
"AMPD2" "ENSG00000116337"
"AMPD3" "ENSG00000133805"
"AMPH" "ENSG00000078053"
"AMPHL" NA
"AMT" "ENSG00000145020"
"AMTN" "ENSG00000187689"
"AMY1A" "ENSG00000237763"
"AMY1B" "ENSG00000174876"
"AMY1C" "ENSG00000187733"
"AMY2A" "ENSG00000243480"
"AMY2B" "ENSG00000240038"
"AMYP1" "ENSG00000227408"
"AMZ1" "ENSG00000174945"
"AMZ2" "ENSG00000196704"
"AMZ2P1" "ENSG00000214174"
"AMZ2P2" "ENSG00000219249"
"AN1" NA
"AN2" NA
"ANAPC1" "ENSG00000153107"
"ANAPC1P1" "ENSG00000233673"
"ANAPC2" "ENSG00000176248"
"ANAPC4" "ENSG00000053900"
"ANAPC5" "ENSG00000089053"
"ANAPC7" "ENSG00000196510"
"ANAPC10" "ENSG00000164162"
"ANAPC10P1" "ENSG00000213735"
"ANAPC11" "ENSG00000141552"
"ANAPC13" "ENSG00000129055"
"ANAPC15" "ENSG00000110200"
"ANAPC16" "ENSG00000166295"
"ANCR" NA
"ANE1" NA
"ANG" "ENSG00000214274"
"ANGEL1" "ENSG00000013523"
"ANGEL2" "ENSG00000174606"
"ANGPT1" "ENSG00000154188"
"ANGPT2" "ENSG00000091879"
"ANGPT3" NA
"ANGPT4" "ENSG00000101280"
"ANGPT5" NA
"ANGPTL1" "ENSG00000116194"
"ANGPTL2" "ENSG00000136859"
"ANGPTL3" "ENSG00000132855"
"ANGPTL4" "ENSG00000167772"
"ANGPTL5" "ENSG00000187151"
"ANGPTL6" "ENSG00000130812"
"ANGPTL7" "ENSG00000171819"
"ANGPTL8" "ENSG00000130173"
"ANHX" "ENSG00000227059"
"ANIB1" NA
"ANIB2" NA
"ANIB3" NA
"ANIB4" NA
"ANK1" "ENSG00000029534"
"ANK2" "ENSG00000145362"
"ANK2-AS1" "ENSG00000248152"
"ANK3" "ENSG00000151150"
"ANK3-DT" "ENSG00000254271"
"ANKAR" "ENSG00000151687"
"ANKDD1A" "ENSG00000166839"
"ANKDD1B" "ENSG00000189045"
"ANKEF1" "ENSG00000132623"
"ANKFN1" "ENSG00000153930"
"ANKFY1" "ENSG00000185722"
"ANKH" "ENSG00000154122"
"ANKHD1" "ENSG00000131503"
"ANKHD1-EIF4EBP3" "ENSG00000254996"
"ANKIB1" "ENSG00000001629"
"ANKK1" "ENSG00000170209"
"ANKL1" NA
"ANKLE1" "ENSG00000160117"
"ANKLE2" "ENSG00000176915"
"ANKMY1" "ENSG00000144504"
"ANKMY2" "ENSG00000106524"
"ANKRA2" "ENSG00000164331"
"ANKRD1" "ENSG00000148677"
"ANKRD2" "ENSG00000165887"
"ANKRD6" "ENSG00000135299"
"ANKRD7" "ENSG00000106013"
"ANKRD9" "ENSG00000156381"
"ANKRD10" "ENSG00000088448"
"ANKRD10-IT1" "ENSG00000229152"
"ANKRD11" "ENSG00000167522"
"ANKRD12" "ENSG00000101745"
"ANKRD13A" "ENSG00000076513"
"ANKRD13B" "ENSG00000198720"
"ANKRD13C" "ENSG00000118454"
"ANKRD13D" "ENSG00000172932"
"ANKRD14" NA
"ANKRD16" "ENSG00000134461"
"ANKRD17" "ENSG00000132466"
"ANKRD18A" "ENSG00000180071"
"ANKRD18B" "ENSG00000230453"
"ANKRD18CP" "ENSG00000159712"
"ANKRD18DP" "ENSG00000226435"
"ANKRD18EP" "ENSG00000217165"
"ANKRD19P" "ENSG00000187984"
"ANKRD20A1" "ENSG00000260691"
"ANKRD20A2" "ENSG00000183148"
"ANKRD20A3" "ENSG00000276203"
"ANKRD20A4" "ENSG00000172014"
"ANKRD20A5P" "ENSG00000186481"
"ANKRD20A6P" "ENSG00000274502"
"ANKRD20A7P" "ENSG00000236816"
"ANKRD20A8P" "ENSG00000229089"
"ANKRD20A9P" "ENSG00000206192"
"ANKRD20A10P" "ENSG00000226695"
"ANKRD20A11P" "ENSG00000215559"
"ANKRD20A12P" NA
"ANKRD20A13P" NA
"ANKRD20A14P" NA
"ANKRD20A15P" NA
"ANKRD20A16P" NA
"ANKRD20A17P" "ENSG00000251056"
"ANKRD20A18P" "ENSG00000249493"
"ANKRD20A19P" "ENSG00000196593"
"ANKRD20A20P" NA
"ANKRD20A21P" "ENSG00000277112"
"ANKRD22" "ENSG00000152766"
"ANKRD23" "ENSG00000163126"
"ANKRD24" "ENSG00000089847"
"ANKRD26" "ENSG00000107890"
"ANKRD26P1" "ENSG00000261239"
"ANKRD26P2" "ENSG00000235550"
"ANKRD26P3" "ENSG00000237636"
"ANKRD26P4" "ENSG00000229427"
"ANKRD27" "ENSG00000105186"
"ANKRD28" "ENSG00000206560"
"ANKRD29" "ENSG00000154065"
"ANKRD30A" "ENSG00000148513"
"ANKRD30B" "ENSG00000180777"
"ANKRD30BL" "ENSG00000163046"
"ANKRD30BP1" "ENSG00000175302"
"ANKRD30BP2" "ENSG00000224309"
"ANKRD30BP3" "ENSG00000230501"
"ANKRD31" "ENSG00000145700"
"ANKRD33" "ENSG00000167612"
"ANKRD33B" "ENSG00000164236"
"ANKRD33B-AS1" "ENSG00000250106"
"ANKRD33B-IT1" NA
"ANKRD34A" "ENSG00000272031"
"ANKRD34B" "ENSG00000189127"
"ANKRD34C" "ENSG00000235711"
"ANKRD34C-AS1" "ENSG00000259234"
"ANKRD35" "ENSG00000198483"
"ANKRD36" "ENSG00000135976"
"ANKRD36B" "ENSG00000196912"
"ANKRD36BP1" "ENSG00000214262"
"ANKRD36BP2" "ENSG00000230006"
"ANKRD36C" "ENSG00000174501"
"ANKRD36P1" "ENSG00000188399"
"ANKRD37" "ENSG00000186352"
"ANKRD39" "ENSG00000213337"
"ANKRD40" "ENSG00000154945"
"ANKRD40CL" "ENSG00000167117"
"ANKRD42" "ENSG00000137494"
"ANKRD44" "ENSG00000065413"
"ANKRD44-AS1" "ENSG00000231621"
"ANKRD44-IT1" "ENSG00000236977"
"ANKRD45" "ENSG00000183831"
"ANKRD46" "ENSG00000186106"
"ANKRD49" "ENSG00000168876"
"ANKRD50" "ENSG00000151458"
"ANKRD52" "ENSG00000139645"
"ANKRD53" "ENSG00000144031"
"ANKRD54" "ENSG00000100124"
"ANKRD54P1" "ENSG00000236442"
"ANKRD55" "ENSG00000164512"
"ANKRD60" "ENSG00000124227"
"ANKRD61" "ENSG00000157999"
"ANKRD62" "ENSG00000181626"
"ANKRD62P1" "ENSG00000259271"
"ANKRD62P1-PARP4P3" "ENSG00000189295"
"ANKRD63" "ENSG00000230778"
"ANKRD65" "ENSG00000235098"
"ANKRD66" "ENSG00000230062"
"ANKS1A" "ENSG00000064999"
"ANKS1B" "ENSG00000185046"
"ANKS3" "ENSG00000168096"
"ANKS4B" "ENSG00000175311"
"ANKS6" "ENSG00000165138"
"ANKUB1" "ENSG00000206199"
"ANKZF1" "ENSG00000163516"
"ANLN" "ENSG00000011426"
"ANO1" "ENSG00000131620"
"ANO1-AS1" "ENSG00000254902"
"ANO2" "ENSG00000047617"
"ANO3" "ENSG00000134343"
"ANO3-AS1" "ENSG00000254819"
"ANO4" "ENSG00000151572"
"ANO5" "ENSG00000171714"
"ANO6" "ENSG00000177119"
"ANO7" "ENSG00000146205"
"ANO7L1" "ENSG00000237276"
"ANO8" "ENSG00000074855"
"ANO9" "ENSG00000185101"
"ANO10" "ENSG00000160746"
"ANOP1" NA
"ANOS1" "ENSG00000011201"
"ANOS2P" "ENSG00000241859"
"ANP" NA
"ANP32A" "ENSG00000140350"
"ANP32A-IT1" NA
"ANP32AP1" "ENSG00000259516"
"ANP32B" "ENSG00000136938"
"ANP32BP1" "ENSG00000259790"
"ANP32BP2" "ENSG00000231801"
"ANP32BP3" "ENSG00000259461"
"ANP32C" "ENSG00000248546"
"ANP32D" "ENSG00000139223"
"ANP32E" "ENSG00000143401"
"ANPEP" "ENSG00000166825"
"ANPRA" NA
"ANPRB" NA
"ANPRC" NA
"ANT1" NA
"ANT2" NA
"ANT3" NA
"ANTKMT" "ENSG00000103254"
"ANTP2" NA
"ANTP3" NA
"ANTP4" NA
"ANTXR1" "ENSG00000169604"
"ANTXR2" "ENSG00000163297"
"ANTXRL" "ENSG00000274209"
"ANTXRLP1" "ENSG00000263482"
"ANX1" NA
"ANX2" NA
"ANX2L1" NA
"ANX2L2" NA
"ANX2L3" NA
"ANX2L4" NA
"ANX2LG" NA
"ANX2P1" NA
"ANX2P2" NA
"ANX2P3" NA
"ANX3" NA
"ANX4" NA
"ANX5" NA
"ANX6" NA
"ANX7" NA
"ANX8" NA
"ANX11" NA
"ANX13" NA
"ANX31" NA
"ANXA1" "ENSG00000135046"
"ANXA2" "ENSG00000182718"
"ANXA2P1" NA
"ANXA2P2" "ENSG00000231991"
"ANXA2P3" "ENSG00000216740"
"ANXA2R" "ENSG00000177721"
"ANXA3" "ENSG00000138772"
"ANXA4" "ENSG00000196975"
"ANXA5" "ENSG00000164111"
"ANXA6" "ENSG00000197043"
"ANXA7" "ENSG00000138279"
"ANXA8" "ENSG00000265190"
"ANXA8L1" "ENSG00000264230"
"ANXA8L2" NA
"ANXA9" "ENSG00000143412"
"ANXA10" "ENSG00000109511"
"ANXA11" "ENSG00000122359"
"ANXA13" "ENSG00000104537"
"AOAH" "ENSG00000136250"
"AOAH-IT1" "ENSG00000230539"
"AOC1" "ENSG00000002726"
"AOC2" "ENSG00000131480"
"AOC3" "ENSG00000131471"
"AOC4P" "ENSG00000260105"
"AOM" NA
"AOP1" NA
"AOPEP" "ENSG00000148120"
"AOX1" "ENSG00000138356"
"AOX2P" "ENSG00000243478"
"AOX3P" "ENSG00000244301"
"AOX3P-AOX2P" "ENSG00000284084"
"AP1AR" "ENSG00000138660"
"AP1B1" "ENSG00000100280"
"AP1B1P1" "ENSG00000234479"
"AP1B1P2" "ENSG00000232707"
"AP1G1" "ENSG00000166747"
"AP1G2" "ENSG00000213983"
"AP1M1" "ENSG00000072958"
"AP1M2" "ENSG00000129354"
"AP1S1" "ENSG00000106367"
"AP1S2" "ENSG00000182287"
"AP1S2P1" "ENSG00000226046"
"AP1S3" "ENSG00000152056"
"AP2A1" "ENSG00000196961"
"AP2A2" "ENSG00000183020"
"AP2B1" "ENSG00000006125"
"AP2M1" "ENSG00000161203"
"AP2S1" "ENSG00000042753"
"AP3B1" "ENSG00000132842"
"AP3B2" "ENSG00000103723"
"AP3D1" "ENSG00000065000"
"AP3M1" "ENSG00000185009"
"AP3M2" "ENSG00000070718"
"AP3S1" "ENSG00000177879"
"AP3S2" "ENSG00000157823"
"AP4B1" "ENSG00000134262"
"AP4B1-AS1" "ENSG00000226167"
"AP4E1" "ENSG00000081014"
"AP4M1" "ENSG00000221838"
"AP4S1" "ENSG00000100478"
"AP5B1" "ENSG00000254470"
"AP5M1" "ENSG00000053770"
"AP5S1" "ENSG00000125843"
"AP5Z1" "ENSG00000242802"
"APAF1" "ENSG00000120868"
"APAH1" NA
"APBA1" "ENSG00000107282"
"APBA2" "ENSG00000034053"
"APBA3" "ENSG00000011132"
"APBB1" "ENSG00000166313"
"APBB1IP" "ENSG00000077420"
"APBB2" "ENSG00000163697"
"APBB3" "ENSG00000113108"
"APC" "ENSG00000134982"
"APC2" "ENSG00000115266"
"APCDD1" "ENSG00000154856"
"APCDD1L" "ENSG00000198768"
"APCDD1L-DT" "ENSG00000231290"
"APCS" "ENSG00000132703"
"APECED" NA
"APEH" "ENSG00000164062"
"APELA" "ENSG00000248329"
"APEX1" "ENSG00000100823"
"APEX2" "ENSG00000169188"
"APH1A" "ENSG00000117362"
"APH1B" "ENSG00000138613"
"API1" NA
"API2" NA
"API3" NA
"API4" NA
"API5" "ENSG00000166181"
"API5P1" "ENSG00000234558"
"API5P2" "ENSG00000213962"
"API6" NA
"APIP" "ENSG00000149089"
"APLF" "ENSG00000169621"
"APLN" "ENSG00000171388"
"APLNR" "ENSG00000134817"
"APLP1" "ENSG00000105290"
"APLP2" "ENSG00000084234"
"APMAP" "ENSG00000101474"
"APNH" NA
"APOA1" "ENSG00000118137"
"APOA1-AS" "ENSG00000235910"
"APOA2" "ENSG00000158874"
"APOA4" "ENSG00000110244"
"APOA5" "ENSG00000110243"
"APOAL" NA
"APOB" "ENSG00000084674"
"APOBEC1" "ENSG00000111701"
"APOBEC2" "ENSG00000124701"
"APOBEC3A" "ENSG00000128383"
"APOBEC3A_B" NA
"APOBEC3AP1" "ENSG00000248822"
"APOBEC3B" "ENSG00000179750"
"APOBEC3B-AS1" "ENSG00000249310"
"APOBEC3C" "ENSG00000244509"
"APOBEC3D" "ENSG00000243811"
"APOBEC3E" NA
"APOBEC3F" "ENSG00000128394"
"APOBEC3G" "ENSG00000239713"
"APOBEC3H" "ENSG00000100298"
"APOBEC4" "ENSG00000173627"
"APOBER1" NA
"APOBR" "ENSG00000184730"
"APOC1" "ENSG00000130208"
"APOC1P1" "ENSG00000214855"
"APOC2" "ENSG00000234906"
"APOC3" "ENSG00000110245"
"APOC4" "ENSG00000267467"
"APOC4-APOC2" "ENSG00000224916"
"APOD" "ENSG00000189058"
"APOE" "ENSG00000130203"
"APOEL1" NA
"APOF" "ENSG00000175336"
"APOH" "ENSG00000091583"
"APOJ" NA
"APOL1" "ENSG00000100342"
"APOL2" "ENSG00000128335"
"APOL3" "ENSG00000128284"
"APOL4" "ENSG00000100336"
"APOL5" "ENSG00000128313"
"APOL6" "ENSG00000221963"
"APOLD1" "ENSG00000178878"
"APOM" "ENSG00000204444"
"APONP" "ENSG00000274823"
"APOO" "ENSG00000184831"
"APOOL" "ENSG00000155008"
"APOOP1" "ENSG00000270560"
"APOOP2" "ENSG00000240902"
"APOOP3" "ENSG00000255700"
"APOOP4" "ENSG00000248122"
"APOOP5" "ENSG00000260240"
"APP" "ENSG00000142192"
"APPBP2" "ENSG00000062725"
"APPL" NA
"APPL1" "ENSG00000157500"
"APPL2" "ENSG00000136044"
"APPL2" NA
"APR" NA
"APRT" "ENSG00000198931"
"APS" NA
"APT1" NA
"APT1LG1" NA
"APTR" "ENSG00000214293"
"APTX" "ENSG00000137074"
"APY" NA
"AQP1" "ENSG00000240583"
"AQP2" "ENSG00000167580"
"AQP2L" NA
"AQP3" "ENSG00000165272"
"AQP4" "ENSG00000171885"
"AQP4-AS1" "ENSG00000260372"
"AQP5" "ENSG00000161798"
"AQP6" "ENSG00000086159"
"AQP7" "ENSG00000165269"
"AQP7L" NA
"AQP7P1" "ENSG00000186466"
"AQP7P2" "ENSG00000181997"
"AQP7P3" "ENSG00000279688"
"AQP7P4" "ENSG00000176115"
"AQP7P5" "ENSG00000278122"
"AQP8" "ENSG00000103375"
"AQP9" "ENSG00000103569"
"AQP10" "ENSG00000143595"
"AQP11" "ENSG00000178301"
"AQP12A" "ENSG00000184945"
"AQP12B" "ENSG00000185176"
"AQR" "ENSG00000021776"
"AR" "ENSG00000169083"
"ARA" NA
"ARAF" "ENSG00000078061"
"ARAFP1" "ENSG00000231264"
"ARAFP2" "ENSG00000224368"
"ARAFP3" "ENSG00000227298"
"ARAP1" "ENSG00000186635"
"ARAP1-AS1" "ENSG00000256007"
"ARAP1-AS2" "ENSG00000245148"
"ARAP2" "ENSG00000047365"
"ARAP3" "ENSG00000120318"
"ARC" "ENSG00000198576"
"ARCN1" "ENSG00000095139"
"ARCN2" NA
"AREG" "ENSG00000109321"
"AREGB" NA
"AREL1" "ENSG00000119682"
"ARF1" "ENSG00000143761"
"ARF1P1" "ENSG00000219807"
"ARF1P2" "ENSG00000213137"
"ARF1P3" "ENSG00000253885"
"ARF2" NA
"ARF2P" NA
"ARF3" "ENSG00000134287"
"ARF4" "ENSG00000168374"
"ARF4-AS1" "ENSG00000272146"
"ARF4P1" "ENSG00000271525"
"ARF4P2" "ENSG00000236527"
"ARF4P3" "ENSG00000214051"
"ARF4P4" "ENSG00000231222"
"ARF4P5" NA
"ARF5" "ENSG00000004059"
"ARF6" "ENSG00000165527"
"ARFGAP1" "ENSG00000101199"
"ARFGAP2" "ENSG00000149182"
"ARFGAP3" "ENSG00000242247"
"ARFGEF1" "ENSG00000066777"
"ARFGEF2" "ENSG00000124198"
"ARFGEF3" "ENSG00000112379"
"ARFIP1" "ENSG00000164144"
"ARFIP2" "ENSG00000132254"
"ARFRP1" "ENSG00000101246"
"ARG1" "ENSG00000118520"
"ARG2" "ENSG00000081181"
"ARGFX" "ENSG00000186103"
"ARGFXP1" "ENSG00000240058"
"ARGFXP2" NA
"ARGLU1" "ENSG00000134884"
"ARH6" NA
"ARH12" NA
"ARHGAP1" "ENSG00000175220"
"ARHGAP4" "ENSG00000089820"
"ARHGAP5" "ENSG00000100852"
"ARHGAP5-AS1" "ENSG00000258655"
"ARHGAP6" "ENSG00000047648"
"ARHGAP8" "ENSG00000241484"
"ARHGAP9" "ENSG00000123329"
"ARHGAP10" "ENSG00000071205"
"ARHGAP11A" "ENSG00000198826"
"ARHGAP11B" "ENSG00000285077"
"ARHGAP12" "ENSG00000165322"
"ARHGAP15" "ENSG00000075884"
"ARHGAP15-AS1" "ENSG00000231758"
"ARHGAP16P" "ENSG00000258894"
"ARHGAP17" "ENSG00000140750"
"ARHGAP18" "ENSG00000146376"
"ARHGAP19" "ENSG00000213390"
"ARHGAP19-SLIT1" "ENSG00000269891"
"ARHGAP20" "ENSG00000137727"
"ARHGAP21" "ENSG00000107863"
"ARHGAP22" "ENSG00000128805"
"ARHGAP22-IT1" "ENSG00000248682"
"ARHGAP23" "ENSG00000275832"
"ARHGAP23P1" "ENSG00000260781"
"ARHGAP24" "ENSG00000138639"
"ARHGAP25" "ENSG00000163219"
"ARHGAP26" "ENSG00000145819"
"ARHGAP26-AS1" "ENSG00000226272"
"ARHGAP26-IT1" "ENSG00000230789"
"ARHGAP27" "ENSG00000159314"
"ARHGAP27P1" NA
"ARHGAP27P1-BPTFP1-KPNA2P3" "ENSG00000215769"
"ARHGAP27P2" "ENSG00000267472"
"ARHGAP28" "ENSG00000088756"
"ARHGAP29" "ENSG00000137962"
"ARHGAP29-AS1" "ENSG00000226835"
"ARHGAP30" "ENSG00000186517"
"ARHGAP31" "ENSG00000031081"
"ARHGAP31-AS1" "ENSG00000241155"
"ARHGAP32" "ENSG00000134909"
"ARHGAP33" "ENSG00000004777"
"ARHGAP35" "ENSG00000160007"
"ARHGAP36" "ENSG00000147256"
"ARHGAP39" "ENSG00000147799"
"ARHGAP40" "ENSG00000124143"
"ARHGAP42" "ENSG00000165895"
"ARHGAP42P1" "ENSG00000227817"
"ARHGAP42P2" "ENSG00000231147"
"ARHGAP42P3" "ENSG00000235759"
"ARHGAP42P4" "ENSG00000258080"
"ARHGAP42P5" "ENSG00000258233"
"ARHGAP44" "ENSG00000006740"
"ARHGAP45" NA
"ARHGDIA" "ENSG00000141522"
"ARHGDIB" "ENSG00000111348"
"ARHGDIG" "ENSG00000242173"
"ARHGEF1" "ENSG00000076928"
"ARHGEF2" "ENSG00000116584"
"ARHGEF2-AS1" "ENSG00000224276"
"ARHGEF3" "ENSG00000163947"
"ARHGEF3-AS1" "ENSG00000240198"
"ARHGEF4" "ENSG00000136002"
"ARHGEF5" "ENSG00000050327"
"ARHGEF6" "ENSG00000129675"
"ARHGEF7" "ENSG00000102606"
"ARHGEF7-AS1" "ENSG00000227352"
"ARHGEF7-AS2" "ENSG00000235875"
"ARHGEF7-IT1" "ENSG00000233644"
